Sanskrit,Roman,Gender,English Meaning,Hindi Meaning
ह्लादिनी,hlaadinii,feminine,"ह्लादिनी [hlādinī], ह्रादिनी (ह्रादिनी [hrādinī], 1 The thunderbolt of Indra.).","इन्द्र का वज्र,बिजली,नदी,शल्ल्की नामक वृक्ष"
भीम,bhiima,adjective,"भीम [bhīma], a. [बिभेत्यस्मात्, भी अपादाने मक] Fearful, terrific, terrible, dreadful, formidable; न भेजिरे भीमविषेण भीतिम् Bh.2.8; R.1.16;3.54.","भयानक, त्रास देने वाला, भयावह, डरावन, भीषण"
विद्राण,vidraana,adjective,"विद्राण [vidrāṇa], a. Roused from sleep, awakened.","नींद से जागा हुआ, उद्वुद्ध"
द्राक्षा,draakshaa,feminine,"द्राक्षा [drākṣā], Vine, grape (the creeper or the fruit); द्राक्षे द्रक्ष्यन्ति के त्वाम् G&imarc;t.12; R.4.65; Bv.1.14;4.39. मधुक्षीरद्राक्षामधुमधुरिमा कैरपि पदेर्विशिष्यावाख्येयो भवति रसनामात्र- वि...","अंगूर, दाख"
अप्रयुक्त,aprayukta,indeclinable,"अप्रयुक्त [aprayukta], a.","जो इस्तेमाल न किया गया हो, जो काम में न लाया गया हो, अव्यवहृत"
दैक्ष,daiksha,adjective,"दैक्ष [daikṣa], a. Pertaining to the अग्नीषोम; दैक्षस्य चेतरेषु Ms.8. 1.13. (where शबर writes दैक्ष इत्यग्नीषोमीय उच्यते.)",‘अग्नीषोम’ यज्ञ की दीक्षा लेने वाला
प्रलपन,pralapana,masculine,"प्रलपनम् [pralapanam], 1 Talking, speaking, talk, words, conversation.","बात चीत करना, बात, शब्द, संलाप"
सरभस,sarabhasa,adjective,"सरभस [sarabhasa], a.","वेगवान्, फुर्तीला"
खक्खट,khakkhata,adjective,"खक्खट [khakkhaṭa], a. Hard, solid. -टम् Chalk.","कठोर, ठोस"
अभिनम्र,abhinamra,adjective,"अभिनम्र [abhinamra], a. Bent, deeply bowed or bent; स्तनाभिराम- स्तवकाभिनम्राम् R.13.32.","झुका हुआ,विनीत"
कनक,kanaka,masculine,"कनकम् [kanakam], Gold; कनकवलयं स्रस्तं स्रस्तं मया प्रतिसार्यते Ś.3.12; Me.2,39,67.",सोना
बन्ध्या,bandhyaa,feminine,"बन्ध्या [bandhyā], (= वन्ध्या)",बाँझ स्त्री
सार्ष्टिता,saarshtitaa,feminine,"सार्ष्टिता [sārṣṭitā], 1 Equality in rank, condition, or power; देवतानां सलोकतां सार्ष्टितां सायुज्यं गच्छति Ch. Up.2.2.2.",पद अधिकार व अवश्यकताओं में समानता
व्याहृति,vyaahriti,feminine,"व्याहृतिः [vyāhṛtiḥ], f.","उच्चारण, भाषण, वचन"
प्रतीत्त,pratiitta,adjective,"प्रतीत्त [pratītta], a. Given back, restored.","वापिस दिया हुआ, लौटाया हुआ"
वाग्मिन्,vaagmin,adjective,"वाग्मिन् [vāgmin], a. [वाच् अस्त्यर्थे ग्मिनिः चस्य कः तस्य लोपः; cf. P. V.2.124]","वाक्पटु, वाक्चतुर"
घोणिन्,ghonin,masculine,"घोणिन् [ghōṇin], m. A hog.",सूअर
अवैशेषिक,avaisheshika,adjective,"अवैशेषिक [avaiśēṣika], a. Inconclusive, not leading to any definite conclusion; अवैशेषिको$यं हेतुः समुदायशब्दसंयोगः ŚB. on MS.11.1.1.","जो किसी विशेष परिणाम को दर्शाने वाला न हो, जिसका कोई फल न निकले"
चर्भट,charbhata,masculine,"चर्भटः [carbhaṭḥ], A kind of cucumber.",एक प्रकार की ककड़ी
वृक्ष्,vriksh,unknown,"वृक्ष् [vṛkṣ], 1 Ā. (वृक्षते)","स्वीकार करना, चुनना"
नन्दक,nandaka,adjective,"नन्दक [nandaka], a. [नन्द्-ण्वुल्]","हर्षित करने वाला, आनन्दित करने वाला, प्रसन्न करने वाला"
आस्तीक,aastiika,masculine,"आस्तीक [āstīka], a. Relating to, or treating of, the sage आस्तीक. -कः N. of an old saint, son of Jaratkāru; (at whose intercession King Janamejaya spared the Nāga Takṣaka from the destruction to which...","एक प्राचीन मुनि, जरत्कारु का पुत्र"
शुण्ड,shunda,masculine,"शुण्डः [śuṇḍḥ], 1 The juice issuing from the temples of an elephant in rut.",मदमाते हाथी के गण्डस्थल से निकलने वाला रस
शैल,shaila,masculine,"शैल [śaila], a. (-ली f.) [शिलाः सन्त्यस्य प्रज्ञा˚ अण्] Rocky, craggy, stony; शैलनीव च दृश्यन्ते Mb.5.1.11; शैली दारुमयी लौही... प्रतिमाष्टविधा स्मृता Bhāg.11.27.12.","पर्वत, पहाड़"
चार्मण,chaarmana,adjective,"चार्मण [cārmaṇa], a. (-णी f.) Covered with skin or leather. -णम् [चर्मणां समूहः अण्] A multitude of hides or shields.",चमड़े या खाल से ढका हुआ
ईषिर,iishira,masculine,"ईषिरः [īṣirḥ], [ईष्-किरच्] Fire.","अग्नि, आग"
अपल,apala,adjective,"अपल [apala], a. Without flesh (पलशून्य). -लम् A pin or bolt.",बिना मांस का
विश्लेषित,vishleshita,adjective,"विश्लेषित [viślēṣita], p. p.","अलग किया हुआ, वियुक्त, जुदा किया हुआ"
सर्ज,sarja,masculine,"सर्जः [sarjḥ], 1 N. of a tree (साल).",साल का पेड़
उद्बन्ध्,udbandh,unknown,"उद्बन्ध् [udbandh], 9 P. To hang, tie up; कण्ठमुद्बध्नाति Mu.6; पादपे आत्मानमुद्बध्य व्यापादयामि Ratn.3; Pt.2.","बांधना, लटकाना"
अपसर्प,apasarpa,masculine,"अपसर्पः [apasarpḥ] र्पकः [rpakḥ], र्पकः A secret agent or emissary, spy; सोपसर्पैर्जजागार यथाकालं स्वपन्नपि R.17.51, R.14.31.","गुप्तचर,जासूस,भेदिया"
पक्ष्य,pakshya,adjective,"पक्ष्य [pakṣya], a. [पक्षे भवः यत्]","पखवारे में होने वाला, पाक्षिक"
